objective;p01rcy;p02rcy;p03rcy;p04rcy;totalspend;p05spend;p05trans;p06rcy;p07rcy;p08rcy;p09rcy;p09tenure;p11rcy;p12rcy;p13rcy;p14rcy;p14tenure;p15rcy;p16spend;p16rcy;p16tenure;p16trans;p17rcy;totaltrans;acffempar;acfhuswife;acflonepar;acftotmar;acfwchcom;afem40to44;afp1child;afp2child;ahh2fam;ahh6ppers;amtenglish;amtfrench;amtmultlin;amtnengnon;amtsingres;amtspanish;amttagalog;anfamrel;bcwmpaid;bdw46to60;bdw86to91;bdwmaint;bdwmajor;bdwminor;bdwperroom;betbritish;betenglish;betfrench;betmulti;betsingle;bfi20to35;bfi50plus;bfiinca;bfiincm;bfiu20;bfps;bfpshealth;bfpshuman;bfsllabf;bfslonepar;bfslplabf;bfsmlabf;bhi20to35;bhi50plus;bhiinca;bhiincm;bhiincs;bhiu20;bhlenglish;bhlfrench;bhlnonoff;bimprovres;bimuk;bincgovp;bineflow;bineflowp;binf30plus;binf7to15;binfinca;binfincm;binfincs;binhhlow;binhhlowp;binm15to30;binm30plus;binm7to15;binmfemina;binminca;binmincm;binmincs;bknenglish;bknfren;blfmaempl;blfmaunemr;blfmtempl;blfmtunemp;blfmtunemr;blftaempl;blfttempl;blfttunemr;bmoy1intep;bmoy5intep;bmoy5intrn;bmoy5mov;bmoy5non;bmps;bmpscomm;bmpseng;bmpshealth;bmpssocial;bndtallind;bndtbusser;bndtgovser;bocffabric;bocfmanage;bocfteach;bocmmanage;bocmscieng;bpwmcsd;bpwmpop;bpwmusual;brlanglic;brlcathol;brlprotest;brlrcathol;brlunited;bsl9to13nc;bslg9;bslnunivc;bslunivdeg;bslunivnc;bslunivnd;gender1;first_month;lowincome;highincome;gender2;productcount;productcount6;tenure;tf100;tf101;tf102;tf103;tf107;tf108;tf122;tf124;tf128;tf129;tf27;tf28;tf29;tf31;tf32;tf33;tf34;tf35;tf36;tf37;tf38;tf39;tf42;tf46;tf47;tf49;tf50;tf51;tf52;tf55;tf56;tf57;tf58;tf62;tf65;tf68;tf70;tf71;tf72;tf73;tf74;tf75;tf76;tf77;tf80;tf88;tf89;tf90;tf91;tf92;tf93;tf94;tf95;tf96;tf99;gender3
positive;0,00;0,00;0,00;0,00;396,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;26,00;0,14;0,86;0,14;0,76;0,00;0,05;0,08;0,05;0,01;0,01;0,81;0,01;0,03;0,01;0,97;0,00;0,01;0,03;0,29;0,10;0,00;0,58;0,03;0,40;0,40;0,30;0,18;0,01;0,37;0,62;0,20;0,68;88156,00;91646,00;0,00;0,35;0,07;0,08;0,12;0,15;0,12;0,78;0,26;0,47;65558,00;44753,00;4998,00;0,12;0,93;0,00;0,06;0,53;0,06;4,50;0,00;1,50;0,17;0,06;26795,00;24986,00;1748,00;0,22;5,50;0,09;0,24;0,02;62175,00;53265,00;44729,00;4628,00;0,81;0,00;0,28;4,50;0,30;0,01;4,20;0,59;0,64;5,70;0,02;0,02;0,09;0,42;0,55;0,29;0,06;0,04;0,01;0,06;0,68;0,12;0,06;0,01;0,10;0,07;0,13;0,03;0,19;0,30;0,29;0,19;0,24;0,49;0,23;0,14;0,06;0,03;0,13;0,43;0,04;0,08;0,00;19,00;0,00;0,00;1,00;4,00;1,00;81,00;0,08;0,04;0,78;0,04;0,19;4,52;0,14;0,44;0,00;0,00;1,00;0,26;0,15;0,11;0,07;0,11;0,06;0,03;0,03;45,00;59,00;33,00;0,36;0,17;0,08;0,19;0,11;0,06;0,06;0,07;0,60;0,25;0,33;0,21;0,08;910,00;0,17;0,07;0,10;1,97;1,06;0,92;0,08;0,06;0,00;2,90;2,53;0,51;0,36;0,15;0,21;1075,00;613,00;462,00;0,18;0,00
negative;1,00;0,00;1,00;0,91;437,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,97;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,98;0,02;0,96;0,00;0,07;0,00;0,00;0,00;0,04;0,90;0,01;0,01;0,01;0,99;0,00;0,00;0,01;0,29;0,00;1,00;0,96;0,00;0,04;0,40;0,13;0,07;0,03;0,59;0,41;0,00;0,98;81591,00;79263,00;0,04;0,14;0,07;0,00;0,00;0,04;0,00;0,96;0,00;0,98;81519,00;79070,00;3183,00;0,04;0,98;0,00;0,02;0,64;0,03;2,40;0,05;2,20;0,10;0,05;23860,00;21593,00;1961,00;0,09;2,20;0,00;0,26;0,00;55958,00;49697,00;55082,00;3033,00;0,90;0,00;0,26;0,00;0,30;0,00;0,00;0,47;0,55;0,00;0,02;0,05;0,37;0,89;0,00;0,22;0,07;0,04;0,01;0,00;0,55;0,03;0,06;0,00;0,05;0,01;0,14;0,03;0,04;0,30;0,29;0,07;0,32;0,45;0,32;0,14;0,10;0,00;0,17;0,12;0,06;0,11;0,00;34,00;1,00;0,00;1,00;12,00;5,00;145,00;0,09;0,06;0,89;0,03;0,23;5,12;0,14;0,38;0,00;0,00;0,98;0,23;0,09;0,08;0,12;0,18;0,06;0,02;0,00;41,00;54,00;26,00;0,38;0,20;0,08;0,35;0,09;0,02;0,06;0,06;0,57;0,29;0,28;0,32;0,03;820,00;0,15;0,09;0,06;0,58;0,31;0,28;0,09;0,05;0,00;0,78;0,58;0,20;0,51;0,31;0,20;1088,00;783,00;305,00;0,29;0,00
positive;0,00;0,00;0,98;0,00;1125,00;0,00;0,00;0,00;0,96;0,00;0,00;0,00;0,89;0,00;0,99;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;55,00;0,00;0,50;0,25;0,25;0,00;0,00;0,25;0,00;0,00;0,00;0,95;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,59;0,25;0,00;0,33;0,17;0,42;0,50;0,39;0,20;0,15;0,34;0,83;0,00;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,13;0,00;0,00;0,54;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,93;0,00;0,25;25,00;0,34;0,20;33,30;0,34;0,64;23,50;0,00;0,20;0,44;0,98;0,10;0,15;0,10;0,00;0,00;0,00;0,83;0,00;0,15;0,00;0,00;0,00;0,00;0,00;0,29;0,34;0,34;0,10;0,00;0,39;0,10;0,15;0,34;0,00;0,15;0,25;0,10;0,00;0,00;47,00;0,00;0,00;1,00;9,00;5,00;204,00;0,00;0,00;0,78;0,00;0,00;3,46;0,00;0,11;0,00;0,00;1,00;0,44;0,22;0,00;0,00;0,00;0,00;0,00;0,00;20,00;23,00;14,00;0,22;0,33;0,11;0,00;0,11;0,11;0,00;0,00;0,22;0,00;0,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,38;0,00;0,00;0,11;0,00;0,00;29,00;0,00;0,00;0,00;0,00
negative;0,00;0,00;1,00;0,00;578,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;41,00;0,04;0,94;0,04;0,93;0,00;0,06;0,03;0,00;0,01;0,04;0,85;0,01;0,02;0,02;0,99;0,00;0,01;0,01;0,30;0,03;0,87;0,99;0,00;0,03;0,40;0,20;0,17;0,02;0,44;0,56;0,04;0,75;85045,00;82067,00;0,04;0,16;0,03;0,01;0,06;0,06;0,04;0,85;0,08;0,74;82344,00;75169,00;5044,00;0,04;0,91;0,01;0,08;0,47;0,08;3,50;0,04;4,10;0,06;0,06;18701,00;13047,00;1642,00;0,21;5,90;0,05;0,21;0,05;56168,00;49479,00;41633,00;4333,00;0,89;0,00;0,25;0,00;0,29;0,02;6,30;0,46;0,56;8,40;0,08;0,10;0,19;0,88;0,06;0,20;0,04;0,03;0,00;0,03;0,60;0,06;0,01;0,00;0,04;0,00;0,10;0,03;0,26;0,29;0,27;0,10;0,39;0,44;0,38;0,17;0,13;0,00;0,13;0,16;0,11;0,17;1,00;43,00;0,00;0,00;0,00;6,00;5,00;186,00;0,11;0,09;0,86;0,04;0,21;4,89;0,12;0,39;0,02;61,00;0,98;0,28;0,14;0,09;0,08;0,12;0,08;0,04;0,03;43,00;59,00;25,00;0,37;0,24;0,09;0,26;0,09;0,03;0,06;0,05;0,60;0,30;0,30;0,29;0,04;566,00;0,26;0,15;0,11;1,31;0,68;0,64;0,14;0,08;0,02;1,97;1,67;0,30;0,47;0,27;0,20;2981,00;2211,00;770,00;0,21;0,00
negative;0,00;0,00;1,00;0,00;1104,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;86,00;0,14;0,86;0,14;0,78;0,03;0,04;0,06;0,05;0,01;0,04;0,81;0,01;0,02;0,01;0,99;0,00;0,02;0,03;0,25;0,11;0,38;0,76;0,03;0,21;0,50;0,14;0,11;0,01;0,42;0,58;0,06;0,41;46345,00;45628,00;0,11;0,08;0,02;0,00;0,13;0,16;0,11;0,78;0,07;0,38;45021,00;45356,00;1792,00;0,15;0,92;0,00;0,06;0,66;0,03;7,40;0,08;7,80;0,06;0,06;17652,00;16582,00;1074,00;0,29;8,50;0,10;0,15;0,04;32473,00;28282,00;29171,00;1313,00;0,91;0,00;0,23;7,10;0,25;0,02;6,60;0,46;0,50;7,40;0,00;0,00;0,02;0,59;0,28;0,06;0,01;0,00;0,01;0,01;0,53;0,01;0,06;0,01;0,03;0,00;0,02;0,01;0,22;0,25;0,23;0,06;0,42;0,35;0,34;0,07;0,22;0,08;0,08;0,04;0,03;0,06;0,00;26,00;1,00;0,00;0,00;1,00;1,00;110,00;0,04;0,01;0,83;0,03;0,12;4,15;0,08;0,33;0,00;2,00;0,98;0,28;0,23;0,14;0,07;0,02;0,00;0,00;0,00;26,00;31,00;19,00;0,39;0,22;0,19;0,08;0,19;0,09;0,09;0,09;0,41;0,20;0,22;0,25;0,01;204,00;0,05;0,01;0,03;0,20;0,09;0,11;0,03;0,01;0,00;0,88;0,62;0,27;0,31;0,17;0,14;725,00;455,00;270,00;0,18;1,00
negative;0,00;0,00;1,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,03;0,97;0,06;0,94;0,03;0,05;0,03;0,00;0,00;0,03;0,83;0,05;0,02;0,02;0,98;0,01;0,00;0,02;0,31;0,00;0,97;0,92;0,06;0,06;0,40;0,10;0,06;0,02;0,55;0,45;0,00;0,86;89154,00;93698,00;0,00;0,17;0,04;0,00;0,00;0,00;0,00;0,97;0,08;0,83;86876,00;88278,00;4869,00;0,00;0,96;0,00;0,03;0,76;0,02;1,70;0,00;1,70;0,15;0,04;23788,00;24082,00;2297,00;0,09;2,50;0,02;0,28;0,00;58867,00;54983,00;52415,00;3788,00;0,90;0,00;0,27;0,00;0,31;0,02;5,10;0,50;0,59;2,80;0,07;0,06;0,53;0,87;0,03;0,18;0,02;0,04;0,00;0,02;0,59;0,03;0,07;0,00;0,03;0,05;0,06;0,02;0,06;0,31;0,30;0,08;0,30;0,45;0,30;0,17;0,17;0,00;0,14;0,17;0,03;0,07;0,00;20,00;0,00;0,00;0,00;1,00;1,00;84,00;0,08;0,07;0,91;0,04;0,22;5,26;0,12;0,39;0,01;89,00;0,99;0,24;0,11;0,12;0,11;0,16;0,06;0,02;0,02;43,00;57,00;29,00;0,42;0,20;0,11;0,32;0,11;0,04;0,07;0,06;0,54;0,27;0,28;0,29;0,02;649,00;0,17;0,11;0,06;0,38;0,20;0,18;0,07;0,06;0,01;1,26;0,78;0,47;0,44;0,26;0,19;1731,00;1216,00;515,00;0,23;1,00
negative;1,00;0,00;1,00;0,00;10709,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,04;0,94;0,09;0,02;0,00;83,00;0,11;0,86;0,12;0,81;0,04;0,03;0,05;0,04;0,08;0,11;0,55;0,01;0,05;0,05;0,95;0,00;0,02;0,05;0,24;0,26;0,27;0,65;0,11;0,24;0,50;0,13;0,08;0,02;0,29;0,64;0,21;0,30;39135,00;39616,00;0,20;0,08;0,04;0,01;0,11;0,20;0,07;0,75;0,18;0,34;41247,00;39153,00;2977,00;0,27;0,56;0,01;0,35;0,45;0,02;16,00;0,25;25,50;0,03;0,09;13181,00;10990,00;980,00;1,00;25,20;0,10;0,11;0,05;26914,00;24474,00;21752,00;1563,00;0,80;0,00;0,21;17,20;0,24;0,06;20,00;0,33;0,39;20,90;0,02;0,03;0,22;0,56;0,27;0,08;0,01;0,00;0,00;0,00;0,48;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,10;0,23;0,21;0,09;0,11;0,24;0,11;0,06;0,26;0,09;0,12;0,01;0,02;0,04;1,00;49,00;0,00;0,00;0,00;9,00;4,00;212,00;0,02;0,00;0,81;0,04;0,12;3,70;0,09;0,18;0,00;0,00;0,98;0,47;0,20;0,08;0,04;0,03;0,00;0,00;0,00;20,00;25,00;15,00;0,37;0,39;0,13;0,06;0,34;0,16;0,18;0,10;0,30;0,14;0,16;0,18;0,00;0,00;0,02;0,01;0,00;0,02;0,02;0,00;0,01;0,00;0,00;0,63;0,52;0,11;0,18;0,10;0,07;432,00;283,00;149,00;0,11;0,00
negative;0,00;0,00;0,00;0,00;224,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,16;0,82;0,18;0,67;0,04;0,03;0,10;0,06;0,00;0,01;0,01;0,98;0,00;0,00;0,99;0,00;0,00;0,03;0,25;0,27;0,11;0,69;0,11;0,21;0,50;0,01;0,00;0,94;0,01;0,97;0,27;0,33;41089,00;33663,00;0,23;0,08;0,02;0,00;0,13;0,15;0,10;0,73;0,28;0,28;35247,00;27954,00;2992,00;0,33;0,00;0,97;0,00;0,97;0,00;24,20;0,16;15,50;0,03;0,19;13234,00;9077,00;972,00;0,76;22,80;0,08;0,12;0,11;30861,00;20635,00;14398,00;1736,00;0,00;0,75;0,20;8,50;0,24;0,03;12,50;0,35;0,43;13,70;0,00;0,00;0,20;0,29;0,52;0,16;0,02;0,00;0,01;0,00;0,48;0,00;0,02;0,01;0,01;0,00;0,01;0,00;0,15;0,24;0,21;0,00;0,97;0,00;0,97;0,00;0,15;0,30;0,10;0,05;0,01;0,05;1,00;32,00;0,00;0,00;0,00;2,00;1,00;137,00;0,02;0,00;0,67;0,05;0,06;2,76;0,04;0,22;0,00;0,00;0,98;0,50;0,20;0,07;0,04;0,02;0,01;0,00;0,00;19,00;24,00;13,00;0,28;0,30;0,13;0,05;0,24;0,13;0,10;0,05;0,38;0,19;0,19;0,15;0,02;2570,00;0,03;0,02;0,01;0,08;0,04;0,03;0,02;0,01;0,00;0,60;0,50;0,11;0,21;0,14;0,08;509,00;365,00;144,00;0,13;0,00
positive;0,00;0,99;0,96;0,00;2778,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;27,00;0,03;0,97;0,03;0,88;0,03;0,05;0,02;0,02;0,01;0,03;0,57;0,30;0,04;0,02;0,96;0,00;0,00;0,02;0,31;0,00;0,96;0,96;0,00;0,00;0,40;0,23;0,13;0,29;0,25;0,75;0,05;0,85;73682,00;74945,00;0,05;0,17;0,04;0,01;0,00;0,03;0,03;0,95;0,06;0,85;73867,00;75100,00;3086,00;0,04;0,61;0,24;0,10;0,55;0,02;3,70;0,07;7,30;0,16;0,03;25526,00;28068,00;1653,00;0,31;10,00;0,03;0,27;0,03;45051,00;41919,00;41648,00;2122,00;0,43;0,05;0,30;3,00;0,31;0,01;2,90;0,57;0,62;3,00;0,04;0,12;0,42;0,85;0,03;0,20;0,07;0,03;0,01;0,03;0,63;0,04;0,23;0,00;0,07;0,02;0,07;0,05;0,00;0,31;0,29;0,11;0,53;0,30;0,53;0,08;0,10;0,02;0,14;0,19;0,05;0,09;1,00;46,00;0,00;1,00;0,00;9,00;5,00;199,00;0,05;0,01;0,90;0,03;0,18;5,06;0,10;0,40;0,00;0,00;0,99;0,23;0,11;0,18;0,12;0,15;0,03;0,00;0,00;34,00;43,00;25,00;0,42;0,20;0,08;0,27;0,15;0,05;0,09;0,09;0,42;0,21;0,21;0,32;0,00;2705,00;0,06;0,04;0,02;0,12;0,05;0,07;0,04;0,01;0,00;0,85;0,54;0,31;0,37;0,21;0,15;924,00;603,00;321,00;0,22;0,00
negative;0,00;0,00;1,00;0,00;924,00;0,04;0,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,90;0,00;0,00;0,00;0,00;0,00;54,00;0,14;0,86;0,14;0,82;0,00;0,05;0,05;0,07;0,00;0,03;0,89;0,03;0,01;0,01;0,99;0,00;0,00;0,04;0,26;0,07;0,00;0,72;0,05;0,22;0,40;0,28;0,23;0,05;0,46;0,54;0,34;0,27;38271,00;36393,00;0,16;0,12;0,04;0,00;0,14;0,14;0,09;0,61;0,36;0,22;36665,00;34729,00;2028,00;0,16;0,98;0,00;0,00;0,46;0,03;19,60;0,04;3,80;0,06;0,10;16209,00;13341,00;1503,00;0,27;7,60;0,14;0,10;0,08;28295,00;21703,00;20075,00;1516,00;0,94;0,00;0,16;16,70;0,24;0,04;14,30;0,32;0,42;13,30;0,02;0,11;0,27;0,48;0,47;0,10;0,03;0,01;0,00;0,00;0,48;0,01;0,01;0,00;0,01;0,02;0,01;0,02;0,14;0,23;0,22;0,08;0,18;0,62;0,19;0,22;0,27;0,15;0,14;0,05;0,03;0,04;0,00;46,00;0,00;0,00;0,00;7,00;3,00;198,00;0,03;0,01;0,72;0,06;0,12;3,28;0,05;0,21;0,02;52,00;0,98;0,43;0,23;0,08;0,04;0,04;0,00;0,00;0,00;22,00;28,00;16,00;0,28;0,29;0,10;0,06;0,21;0,12;0,08;0,09;0,41;0,20;0,22;0,21;0,01;270,00;0,06;0,04;0,02;0,19;0,10;0,10;0,04;0,01;0,00;1,59;1,24;0,35;0,19;0,11;0,08;362,00;221,00;141,00;0,10;1,00
positive;0,00;0,00;1,00;0,94;946,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,96;0,00;0,00;0,97;0,00;0,00;0,00;0,00;0,00;35,00;0,05;0,95;0,05;0,90;0,02;0,06;0,03;0,02;0,00;0,04;0,87;0,01;0,02;0,02;0,98;0,00;0,00;0,01;0,29;0,03;0,13;0,70;0,03;0,28;0,40;0,27;0,23;0,02;0,43;0,57;0,03;0,81;85580,00;71428,00;0,05;0,18;0,06;0,00;0,05;0,08;0,07;0,88;0,00;0,72;79099,00;69181,00;7880,00;0,10;0,96;0,00;0,04;0,61;0,02;3,60;0,05;5,30;0,12;0,05;24940,00;18191,00;2944,00;0,32;9,30;0,03;0,25;0,05;55412,00;44410,00;38374,00;4836,00;0,87;0,00;0,25;3,80;0,31;0,01;4,40;0,48;0,57;4,00;0,00;0,11;0,13;0,44;0,50;0,19;0,03;0,03;0,00;0,02;0,59;0,04;0,09;0,00;0,04;0,01;0,11;0,04;0,26;0,31;0,28;0,15;0,21;0,64;0,20;0,28;0,18;0,02;0,14;0,16;0,07;0,10;1,00;49,00;0,00;0,00;0,00;12,00;7,00;212,00;0,07;0,06;0,84;0,06;0,15;4,03;0,10;0,38;0,00;0,00;0,98;0,34;0,17;0,11;0,08;0,10;0,03;0,04;0,00;34,00;46,00;22,00;0,35;0,25;0,11;0,19;0,11;0,03;0,06;0,05;0,54;0,25;0,29;0,25;0,03;1320,00;0,12;0,07;0,06;0,38;0,20;0,17;0,06;0,03;0,00;2,37;1,68;0,71;0,40;0,22;0,16;1183,00;826,00;358,00;0,21;0,00
negative;0,00;0,00;0,91;0,00;1783,00;0,00;0,00;0,00;0,00;0,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,04;0,96;0,04;0,90;0,00;0,05;0,02;0,02;0,02;0,02;0,95;0,00;0,00;0,00;1,00;0,00;0,00;0,03;0,22;0,05;0,50;0,89;0,03;0,08;0,30;0,44;0,25;0,01;0,46;0,53;0,16;0,59;57585,00;57581,00;0,08;0,24;0,05;0,01;0,04;0,04;0,04;0,75;0,18;0,56;56321,00;53244,00;3393,00;0,08;0,98;0,00;0,01;0,39;0,19;13,70;0,06;6,70;0,08;0,15;19810,00;14010,00;1708,00;0,27;8,90;0,03;0,25;0,06;41420,00;33885,00;35629,00;2281,00;0,95;0,00;0,22;10,30;0,25;0,03;9,10;0,46;0,54;5,60;0,04;0,11;0,36;0,62;0,34;0,22;0,03;0,01;0,03;0,02;0,57;0,04;0,10;0,01;0,04;0,00;0,03;0,02;0,07;0,26;0,24;0,26;0,12;0,62;0,13;0,20;0,15;0,00;0,18;0,14;0,06;0,11;0,00;31,00;0,00;0,00;0,00;6,00;3,00;133,00;0,05;0,02;0,74;0,05;0,14;3,78;0,09;0,30;0,01;12,00;0,98;0,34;0,19;0,11;0,07;0,07;0,02;0,01;0,00;27,00;35,00;19,00;0,31;0,24;0,12;0,12;0,12;0,06;0,06;0,07;0,50;0,24;0,26;0,26;0,03;990,00;0,10;0,05;0,05;0,47;0,18;0,29;0,05;0,03;0,00;1,02;0,73;0,29;0,25;0,15;0,10;182,00;127,00;55,00;0,13;1,00
negative;0,00;0,00;0,00;0,89;1399,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,98;53,00;0,07;0,89;0,11;0,76;0,06;0,03;0,04;0,03;0,01;0,04;0,21;0,73;0,02;0,00;0,98;0,01;0,00;0,04;0,29;0,26;0,06;0,77;0,06;0,19;0,50;0,12;0,07;0,70;0,09;0,91;0,17;0,41;48225,00;45706,00;0,10;0,10;0,02;0,00;0,08;0,08;0,04;0,83;0,16;0,42;48045,00;45659,00;2643,00;0,11;0,18;0,73;0,05;0,91;0,00;9,70;0,10;9,80;0,05;0,07;17386,00;15438,00;1324,00;0,31;8,90;0,11;0,17;0,04;35821,00;30392,00;29873,00;1638,00;0,12;0,35;0,24;7,80;0,29;0,03;10,30;0,40;0,47;12,90;0,00;0,00;0,13;0,19;0,75;0,15;0,04;0,01;0,00;0,00;0,52;0,02;0,03;0,01;0,02;0,00;0,07;0,03;0,07;0,29;0,28;0,05;0,80;0,14;0,81;0,02;0,21;0,13;0,14;0,03;0,03;0,09;0,00;40,00;0,00;0,00;0,00;4,00;3,00;171,00;0,04;0,00;0,80;0,05;0,15;4,07;0,07;0,26;0,00;0,00;0,97;0,32;0,21;0,13;0,07;0,06;0,01;0,00;0,00;26,00;32,00;18,00;0,34;0,23;0,13;0,12;0,20;0,10;0,10;0,08;0,41;0,21;0,20;0,22;0,03;1440,00;0,07;0,04;0,03;0,27;0,09;0,18;0,05;0,02;0,00;0,14;0,12;0,03;0,26;0,15;0,11;691,00;492,00;200,00;0,15;1,00
negative;0,00;0,00;1,00;0,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,10;0,90;0,10;0,85;0,05;0,05;0,05;0,05;0,02;0,04;0,89;0,01;0,03;0,02;0,97;0,00;0,01;0,02;0,24;0,00;0,33;0,71;0,04;0,27;0,40;0,18;0,10;0,01;0,49;0,46;0,15;0,45;47955,00;48194,00;0,18;0,10;0,05;0,00;0,05;0,05;0,00;0,75;0,16;0,42;43821,00;47810,00;3487,00;0,27;0,89;0,00;0,05;0,49;0,03;11,30;0,08;7,40;0,03;0,09;11587,00;8469,00;1298,00;0,33;9,10;0,04;0,18;0,05;44378,00;34837,00;39666,00;2665,00;0,94;0,00;0,21;9,10;0,23;0,01;5,40;0,34;0,40;4,80;0,01;0,11;0,32;0,63;0,22;0,09;0,00;0,00;0,00;0,01;0,42;0,00;0,00;0,00;0,01;0,01;0,02;0,01;0,07;0,23;0,22;0,04;0,07;0,53;0,07;0,19;0,20;0,07;0,10;0,03;0,01;0,03;1,00;20,00;0,00;0,00;0,00;2,00;2,00;87,00;0,05;0,02;0,69;0,06;0,13;3,35;0,07;0,23;0,01;25,00;0,97;0,41;0,19;0,10;0,08;0,05;0,01;0,00;0,00;24,00;31,00;16,00;0,26;0,24;0,09;0,10;0,19;0,12;0,08;0,09;0,46;0,25;0,22;0,22;0,03;1020,00;0,10;0,06;0,03;0,28;0,12;0,16;0,06;0,02;0,00;0,89;0,65;0,25;0,23;0,15;0,08;350,00;267,00;83,00;0,12;0,00
positive;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,02;0,93;0,07;0,88;0,02;0,05;0,00;0,02;0,00;0,03;0,57;0,37;0,05;0,00;0,96;0,00;0,00;0,01;0,26;0,05;0,20;0,72;0,07;0,22;0,50;0,07;0,06;0,27;0,59;0,39;0,00;0,81;68548,00;67748,00;0,07;0,12;0,03;0,00;0,09;0,11;0,09;0,86;0,00;0,82;67438,00;65821,00;3314,00;0,05;0,73;0,26;0,00;0,82;0,01;5,00;0,00;1,20;0,04;0,04;16598,00;15024,00;1768,00;0,05;1,50;0,03;0,22;0,01;55173,00;41422,00;44245,00;3158,00;0,49;0,01;0,24;3,80;0,27;0,01;3,30;0,40;0,50;4,30;0,00;0,03;0,22;0,42;0,52;0,16;0,02;0,03;0,01;0,01;0,52;0,00;0,08;0,00;0,03;0,03;0,03;0,04;0,03;0,27;0,26;0,07;0,61;0,26;0,60;0,06;0,19;0,06;0,11;0,10;0,05;0,09;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;0,04;0,01;0,82;0,04;0,18;4,51;0,09;0,29;0,00;1,00;0,97;0,33;0,16;0,10;0,10;0,10;0,02;0,00;0,00;29,00;36,00;18,00;0,34;0,27;0,10;0,19;0,18;0,08;0,09;0,06;0,35;0,19;0,16;0,23;0,01;2946,00;0,10;0,07;0,02;0,12;0,05;0,07;0,08;0,01;0,00;0,58;0,47;0,13;0,26;0,17;0,08;553,00;422,00;131,00;0,16;0,00
